,Submission ID,taste,Gender,most_expensive_purchase_cat,num_cups_daily,coffee_location,fav_drink,age,is_espresso,pref_roast,whole_milk,skim_milk,half_and_half,creamer,flav_creamer,oat_milk,almond_milk,soy_milk,other_dairy,sugar,art_sweet,honey,maple_syrup,stevia,agave_nectar,brown_sugar,raw_sugar,ethnicity,employment_status
357,qbE1P2,Fruity,Male,1,2,"At home, At a cafe, At the office",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
358,WApVPJ,Chocolatey,Male,0,2,"At a cafe, At home, On the go, At the office",Other,25-34 years old,False,Dark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
359,OABMjA,Nutty,Male,1,2,"On the go, At the office, At home",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
360,XeBPMd,Chocolatey,Female,1,2,"At home, At a cafe",Latte,35-44 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
361,jB9AG9,Fruity,Female,1,1,"At home, On the go, At the office",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
362,pLPpVV,Juicy,Male,1,5,"At home, At a cafe",Pourover,18-24 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
363,zKQ51g,Full Bodied,Female,0,1,"At a cafe, At home, At the office",Pourover,18-24 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
364,9dJjrE,Nutty,Male,0,1,"At home, At a cafe",Regular drip coffee,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
365,kYRBpo,Caramalized,,,2,On the go,Cold brew,35-44 years old,False,Dark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
366,pLPpz1,Fruity,Non-binary,0,0,"At a cafe, At home",Other,18-24 years old,False,Light,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,White/Caucasian,Student
367,vNx5gl,Fruity,Male,1,1,"At home, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
368,eBxWzx,Fruity,Male,1,3,"At home, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
369,WApVZe,Full Bodied,Non-binary,1,0,"At a cafe, On the go, At home",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
370,OABMVa,Nutty,Male,0,1,"At home, At a cafe",Regular drip coffee,35-44 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
371,kYRBkZ,Chocolatey,Female,0,1,"At home, At a cafe",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed part-time
372,oAVLzb,Fruity,Male,1,2,"At home, At a cafe, At the office",Pourover,18-24 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
373,DVv69R,Fruity,Male,0,2,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
374,42NVdA,Caramalized,Male,1,2,"At home, At a cafe, At the office",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
375,g5N6OP,Fruity,Male,0,2,"At home, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
376,RzBylj,Nutty,Female,0,2,"At home, On the go, At a cafe",Latte,45-54 years old,True,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,White/Caucasian,Employed full-time
377,xdN5ov,Chocolatey,Female,1,1,"At home, At a cafe",Other,18-24 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
378,VZ1O46,Full Bodied,Male,1,4,"At the office, At home, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
379,PABJee,Full Bodied,Male,0,2,"At home, At a cafe",Americano,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
380,LdMLgl,Juicy,Male,1,2,"At home, At the office, At a cafe",Americano,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
381,ylq5zd,Fruity,Male,1,3,"At home, At a cafe",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Homemaker
382,7d9rj0,Nutty,Female,1,1,"At a cafe, At home",Cortado,25-34 years old,True,Medium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Employed full-time
383,pLPpXJ,Fruity,Male,1,3,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
384,xdN5vk,Caramalized,Male,0,2,"At home, On the go",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Homemaker
385,vNx5a0,Fruity,Non-binary,1,5,"At the office, At a cafe, At home",Cortado,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
386,6dQEyJ,Sweet,Female,0,1,"At home, At a cafe",Latte,35-44 years old,True,Medium,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
387,EPb7AB,Full Bodied,Female,1,3,"At home, On the go, At a cafe, At the office",Cold brew,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
388,BGbWVK,Bold,,1,2,"At the office, At home, On the go, At a cafe",Latte,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
389,XeBPyL,Full Bodied,Male,0,3,"At home, At the office, On the go",Regular drip coffee,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
390,1r2ox1,Caramalized,Female,0,0,"At home, On the go",Cappuccino,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
391,LdMLVl,Fruity,Female,1,1,"At home, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
392,24xGZD,Bright,Male,1,2,"At home, At a cafe",Pourover,18-24 years old,False,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Unemployed
393,VZ1Oyy,Fruity,Male,0,0,"At home, At a cafe",Cappuccino,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
394,ylq5Rx,Juicy,Male,1,2,"On the go, At home, At the office",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
395,g5N6vJ,Fruity,Male,1,1,"At home, At a cafe",Espresso,35-44 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
396,9dJjPQ,Fruity,Male,0,2,"At home, At the office, At a cafe",Regular drip coffee,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
397,vNx5pl,Fruity,Male,1,1,"At a cafe, At home",Cold brew,18-24 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
398,EPb7e4,Chocolatey,Male,0,2,"At home, At a cafe",Cappuccino,18-24 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
399,DVv6PZ,Fruity,Male,0,2,"At home, At a cafe",Cold brew,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
400,24xG7M,Caramalized,Female,0,1,"On the go, At home",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black/African American,Employed full-time
401,6dQE9Y,Caramalized,Male,1,2,"At the office, At home, On the go",Cortado,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
402,eBxWvQ,Fruity,Male,1,2,"At home, On the go",Cortado,35-44 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
403,24xGy9,Chocolatey,Female,0,1,"At home, On the go",Latte,35-44 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
404,DVv6ZE,Fruity,Non-binary,1,1,"At home, At a cafe, On the go, At the office",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
405,aBrq1B,Nutty,,,2,"At home, At the office, At a cafe",Cortado,18-24 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
406,J2kvBr,Fruity,Male,1,2,"At home, At a cafe",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
407,EPb7rr,Caramalized,Female,0,2,"On the go, At home",Latte,18-24 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
408,XeBPkY,Caramalized,Male,1,3,"At the office, At home, On the go",Espresso,18-24 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
409,vNx5Wg,Fruity,,0,2,"At home, At the office, On the go",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
410,OABMeg,Sweet,Male,0,3,"On the go, At home, At the office",Americano,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
411,LdMLBv,Chocolatey,Female,0,2,"At home, On the go, At a cafe",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
412,Albe0e,Chocolatey,Female,1,1,"At a cafe, At home",Cappuccino,25-34 years old,True,Medium,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
413,1r2ozp,Fruity,Male,0,2,"At the office, At home, At a cafe",Cappuccino,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
414,QABl4Y,Floral,Female,0,1,"At home, At a cafe",Cortado,18-24 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black/African American,Employed full-time
415,DVv6Wl,Fruity,Male,1,2,"At home, At a cafe, On the go",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
416,pLPp58,Fruity,Male,1,3,"At home, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
417,jB9Aq4,Juicy,Male,0,0,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
418,dY2ezr,Full Bodied,Male,0,2,"At home, On the go",Iced coffee,25-34 years old,False,Medium,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
419,GrBAaZ,Floral,Male,1,2,"At home, At the office, At a cafe",Espresso,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
420,9dJj4E,Fruity,Female,1,2,"At the office, At a cafe, At home, On the go",Cappuccino,25-34 years old,True,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
421,AlbeOz,Full Bodied,Male,0,2,"At home, At a cafe",Cortado,18-24 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Student
422,24xGYj,Fruity,Male,0,2,"On the go, At home",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
423,WApV6N,Fruity,Male,1,3,"On the go, At home, At the office, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
424,EPb7Al,Nutty,Female,1,1,"At home, At a cafe",Latte,35-44 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
425,oAVL1x,Juicy,Male,1,2,"At home, At a cafe, At the office",Pourover,25-34 years old,False,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
426,0EjRyj,Sweet,Male,0,4,"At home, On the go, At the office, At a cafe",Pourover,35-44 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
427,jB9Ara,Juicy,Male,1,0,At a cafe,Pourover,25-34 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
428,dY2e4K,Bold,Non-binary,0,0,At a cafe,Regular drip coffee,25-34 years old,False,Dark,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
429,pLPpZ1,Nutty,Male,1,1,"At a cafe, At home",Cappuccino,18-24 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
430,vNx5d4,Fruity,Male,1,1,"At home, At a cafe",Americano,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
431,jB9AzQ,Full Bodied,Non-binary,1,1,"At home, On the go, At the office",Iced coffee,25-34 years old,False,Medium,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
432,MAdp2M,Caramalized,Female,1,1,"On the go, At home",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
433,g5N6XO,Fruity,Male,0,2,"At home, On the go",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Unemployed
434,GrBA4k,Chocolatey,Male,1,2,"On the go, At a cafe, At home",Other,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
435,zKQ5o0,Fruity,Male,1,2,"At the office, At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
436,GrBAOp,Chocolatey,Male,0,1,"At the office, At home, At a cafe",Regular drip coffee,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
437,WApV7a,Bold,Male,1,2,"At home, On the go",Regular drip coffee,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
438,kYRBPM,Fruity,,,1,"At home, At a cafe",Espresso,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
439,rlrMMl,Floral,Male,1,2,"At the office, On the go",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
440,5dqPa6,Fruity,Male,1,2,"At the office, On the go, At home",Pourover,35-44 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
441,J2kvj4,Fruity,Male,1,2,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
442,XeBPAj,Caramalized,Female,0,1,"On the go, At home",Latte,18-24 years old,True,Blonde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
443,LdMLxj,Fruity,Male,1,4,"At home, On the go",Espresso,35-44 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
444,RzByQ9,Juicy,Female,0,2,"At the office, On the go, At home",Cortado,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
445,OABMM8,Fruity,Non-binary,1,2,"At home, At a cafe",Cappuccino,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
446,WApVLJ,Nutty,,,0,"At the office, At a cafe",Cortado,18-24 years old,True,Dark,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
447,PABJqb,Chocolatey,Male,1,2,"At the office, At home, On the go",Pourover,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
448,5dqP06,Chocolatey,Female,1,2,"At home, At the office, On the go, At a cafe",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed part-time
449,AlbeR0,Sweet,Male,1,2,"At home, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
450,YZzlAd,Full Bodied,Male,1,2,"At home, At a cafe",Cortado,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
451,LdMLr1,Fruity,Non-binary,1,1,"At the office, At a cafe, At home, On the go",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
452,oAVLJ1,Chocolatey,Female,1,1,"At a cafe, At home",Latte,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
453,qbE1l7,Fruity,Female,0,0,"At home, At a cafe",Cappuccino,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
454,5dqPNM,Fruity,Male,0,2,"At home, At a cafe",Pourover,45-54 years old,False,Light,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
455,vNx5RA,Bold,Male,1,1,"At home, At a cafe, On the go, At the office",Cold brew,35-44 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
456,0EjRqN,Bold,Female,1,1,"At home, At a cafe",Cold brew,18-24 years old,False,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
457,vNx59Q,Chocolatey,Male,1,2,"At home, On the go",Espresso,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
458,EPb72o,Fruity,Non-binary,1,0,"On the go, At a cafe",Mocha,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
459,dY2eJq,Caramalized,Male,1,1,"At home, At a cafe",Pourover,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Unemployed
460,PABJxb,Sweet,Non-binary,1,0,"At home, On the go, At a cafe",Latte,25-34 years old,True,Light,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Student
